id,ffpDate,gender,age,flyTimes,lastToEnd,averageDiscount,distance,elitePoint,days
58489,2011/02/13,女,30,3,291,0.408548289,3272,0,1142
55867,2012/08/23,男,25,2,99,0.35,3820,0,585
36567,2006/01/24,男,54,2,652,0.35,3820,0,2988
27531,2012/11/13,男,30,2,440,0.35,3820,0,503
8240,2009/11/01,男,35,2,236,0.592152347,2258,0,1611
27510,2012/10/16,女,27,3,128,0.282552292,4733,0,531
28890,2012/12/14,男,39,2,310,0.6,2229,0,472
17131,2012/03/27,男,40,2,117,0.66744012,2004,0,734
36188,2011/01/15,男,41,2,27,0.34,3934,0,1171
56883,2008/01/17,女,55,3,264,0.706666667,1893,0,2265
55910,2012/10/18,女,30,2,258,0.72,1858,0,529
32408,2011/12/21,男,59,2,361,0.517220719,2587,0,831
28120,2007/03/01,男,67,2,686,0.382728053,3497,0,2587
5579,2012/07/14,男,40,2,371,0.712726305,1878,0,625
16135,2012/12/01,女,57,2,2,0.97,1380,0,485
33969,2013/02/25,男,30,2,41,0.510931298,2620,0,399
50867,2011/11/29,男,33,3,4,0.563913227,2374,0,853
33351,2012/05/02,男,43,2,280,0.592153914,2261,0,698
31798,2011/04/20,女,48,2,240,0.793246445,1688,0,1076
26149,2012/04/10,男,41,2,721,1,1339,0,720
21403,2008/09/24,男,32,2,349,1,1339,0,2014
6697,2012/06/15,男,51,2,656,1,1339,0,654
16166,2012/10/10,男,42,5,147,0.424552949,3154,0,537
23606,2011/06/20,男,37,2,485,0.6,2232,0,1015
60741,2012/07/29,女,29,2,278,0.34,3939,0,610
6982,2012/10/28,女,55,3,368,0.534244116,2507,0,519
158,2011/01/04,女,52,2,393,0.45,2977,0,1182
38640,2007/07/13,男,44,2,99,0.468287312,2861,0,2453
17677,2005/11/30,男,,4,15,0.5775,2320,0,3043
42927,2012/10/21,男,32,3,381,0.60247191,2225,0,526
49484,2010/08/16,男,42,2,243,0.520093095,2578,0,1323
25184,2012/10/10,男,30,2,200,0.766171429,1750,0,537
30176,2008/03/06,男,56,2,494,0.539380531,2486,0,2216
32193,2011/07/15,男,31,2,160,0.733940887,1827,0,990
17452,2010/08/22,女,50,2,306,0.5,2682,0,1317
31904,2010/11/06,男,29,2,198,0.445,3014,0,1241
19486,2009/06/19,女,33,2,74,0.464596467,2887,0,1746
49681,2010/04/28,男,32,2,526,0.742090708,1808,0,1433
36133,2011/01/04,男,36,3,16,0.73087146,1836,0,1182
129,2010/11/29,女,42,2,715,0.275,4880,0,1218
52061,2012/11/01,男,25,3,275,0.506715742,2649,0,515
15222,2011/12/12,男,38,3,518,0.799940405,1678,0,840
42541,2012/10/08,女,26,2,470,0.625,2148,0,539
31308,2010/01/31,男,48,2,77,0.505336846,2657,0,1520
39095,2008/01/24,女,33,2,137,0.4,3357,0,2258
2966,2008/03/05,男,53,3,202,0.293333333,4578,0,2217
6199,2012/01/16,男,40,3,503,0.542167945,2477,0,805
62547,2006/04/28,女,59,2,52,0.72,1866,0,2894
26206,2013/01/04,男,74,2,444,0.4,3359,0,451
327,2012/01/09,男,48,2,135,0.562045169,2391,0,812
50968,2011/10/16,女,36,2,2,0.77,1746,0,897
36034,2010/01/05,男,30,2,515,0.807022809,1666,0,1546
19291,2007/03/27,男,47,2,341,0.506400602,2656,0,2561
22367,2013/03/02,男,66,2,35,0.34,3958,0,394
38686,2007/11/08,男,46,2,102,0.539054866,2497,0,2335
22028,2008/12/24,男,43,2,95,0.83,1622,0,1923
62778,2005/11/25,男,63,2,684,0.792058824,1700,0,3048
36218,2011/02/08,男,37,2,525,0.4,3367,0,1147
16416,2013/03/28,男,31,3,186,0.59,2283,0,368
13735,2010/05/28,女,35,2,388,0.325,4146,0,1403
8466,2005/12/29,男,,3,11,0.598866667,2250,0,3014
10197,2007/06/08,男,44,2,2,0.585895652,2300,0,2488
35178,2012/11/14,男,78,2,177,0.474559859,2840,0,502
34495,2013/03/01,男,40,2,159,0.612102634,2202,0,395
30977,2008/08/01,男,33,3,300,0.396718658,3398,0,2068
48908,2013/02/03,女,27,2,412,0.7,1926,0,421
22057,2009/08/20,男,40,2,77,0.76,1774,0,1684
3011,2009/09/17,女,39,2,328,0.475493653,2836,0,1656
30607,2008/11/09,男,48,3,99,0.387072331,3484,0,1968
52325,2012/12/11,男,28,2,410,0.625,2158,0,475
57255,2008/07/05,男,57,2,125,0.605475763,2228,0,2095
56249,2005/05/03,男,48,2,102,0.912170385,1479,0,3254
23421,2011/03/31,女,28,2,687,0.579497638,2329,0,1096
7986,2012/09/01,男,52,2,516,0.75,1800,0,576
1866,2012/11/28,男,46,4,344,0.75,1800,0,488
54649,2006/01/22,男,57,2,597,0.325,4154,0,2990
51957,2012/09/06,男,36,2,424,0.775,1742,0,571
12265,2008/11/26,男,37,3,370,0.69992224,1929,0,1951
13395,2010/08/08,女,43,2,200,0.565,2390,0,1331
54455,2012/08/07,男,30,2,166,0.435,3106,0,601
491,2013/02/02,男,27,3,68,0.686666667,1968,0,422
62254,2009/11/13,男,51,4,98,0.362908163,3724,0,1599
16704,2010/04/28,男,38,2,662,0.7,1931,0,1433
13520,2011/04/20,男,53,2,610,0.808916816,1671,0,1076
51453,2012/04/26,女,39,2,696,0.9,1502,0,704
21594,2010/05/24,男,46,2,142,0.598000885,2261,0,1407
6152,2012/02/02,男,38,2,573,0.6,2254,0,788
18264,2010/12/29,女,51,2,93,0.458941296,2947,0,1188
13454,2010/05/27,男,37,3,419,0.526176585,2571,0,1404
54581,2013/03/31,男,31,2,112,0.725,1866,0,365
43918,2010/09/24,女,43,2,306,0.725,1866,0,1284
8048,2012/08/01,男,30,2,462,0.725,1866,0,607
8012,2012/07/16,男,41,2,172,0.830092025,1630,0,623
28080,2007/02/19,男,58,3,130,0.644342857,2100,0,2597
7053,2012/10/07,男,30,2,537,0.775,1746,0,540
27575,2013/03/12,男,30,2,217,0.45,3008,0,384
23271,2011/09/04,男,48,2,678,0.676148851,2002,0,939
39589,2008/10/21,男,51,2,136,0.845,1602,0,1987
61572,2009/06/28,男,44,2,686,1,1354,0,1737
33456,2012/05/16,男,43,2,631,1,1354,0,684
61465,2013/03/01,男,43,2,160,0.957088339,1415,0,395
58225,2009/08/08,男,38,3,107,0.78,1737,0,1696
3344,2008/05/24,男,35,2,34,0.903266667,1500,0,2137
61062,2012/11/07,男,35,2,507,0.25,5420,0,509
52187,2013/02/06,女,43,2,399,0.682619647,1985,0,418
45584,2005/12/25,男,39,2,587,0.25,5420,0,3018
30020,2008/02/01,男,40,2,504,0.25,5420,0,2250
21077,2008/03/18,女,47,2,460,0.25,5420,0,2204
19509,2009/10/29,男,43,2,513,0.25,5420,0,1614
19470,2009/02/08,女,32,2,468,0.25,5420,0,1877
13950,2012/12/17,女,31,2,467,0.25,5420,0,469
2696,2007/09/12,男,55,2,721,0.25,5420,0,2392
58051,2009/08/22,男,48,3,256,0.791647196,1712,0,1682
61304,2013/02/03,女,24,2,402,0.9,1506,0,421
36227,2011/04/11,男,24,3,534,0.429467681,3156,0,1085
37708,2012/04/25,男,29,2,398,0.738480392,1836,0,705
4584,2012/01/30,女,36,2,630,0.4,3390,0,791
40645,2010/04/26,女,35,2,362,0.650407674,2085,0,1435
33496,2012/06/05,男,33,2,522,0.805374109,1684,0,664
12812,2009/11/04,男,37,2,335,0.423563398,3202,0,1608
2067,2005/01/27,男,55,3,116,0.533990555,2541,0,3350
22307,2009/08/23,女,,2,123,0.345,3934,0,1681
46290,2007/07/23,男,63,2,69,0.598703132,2267,0,2443
9368,2012/07/31,男,29,3,210,0.297475345,4563,0,608
50333,2013/01/23,男,30,2,425,0.74110262,1832,0,432
1126,2007/05/08,男,39,3,662,0.744871092,1823,0,2519
59611,2011/04/22,女,30,2,649,0.602484472,2254,0,1074
59863,2012/08/18,女,39,3,372,0.895220831,1517,0,590
51312,2012/07/30,女,20,2,579,0.575,2362,0,609
16016,2012/09/06,男,37,2,399,0.85,1598,0,571
32428,2011/09/05,女,31,2,624,0.901393497,1507,0,938
7859,2011/07/25,男,29,3,135,0.52549323,2585,0,980
34210,2013/03/03,男,45,2,228,0.56153719,2420,0,393
24674,2012/04/25,女,31,2,474,0.440979883,3082,0,705
10198,2007/06/15,女,62,2,4,0.495555961,2743,0,2481
19616,2010/10/24,女,39,2,163,0.63,2158,0,1254
7227,2013/01/17,男,43,2,15,0.430547815,3158,0,438
49871,2010/10/04,男,35,4,29,0.503238342,2702,0,1274
52498,2013/02/01,男,54,2,15,0.478031634,2845,0,423
30833,2010/02/16,男,45,2,104,0.495,2748,0,1504
45019,2008/03/28,女,38,2,519,0.423203733,3215,0,2194
59479,2012/04/06,男,40,5,501,0.47,2895,0,724
41957,2012/01/27,男,40,3,82,0.783333333,1737,0,794
12145,2008/04/14,男,51,3,519,0.783333333,1737,0,2177
24421,2012/05/30,男,46,2,670,0.65,2094,0,670
4570,2010/03/23,男,36,2,637,0.65,2094,0,1469
27559,2013/02/02,男,34,2,114,0.58,2347,0,422
37048,2007/02/23,男,38,2,184,0.479830867,2838,0,2593
45480,2012/11/02,男,33,2,159,0.570552995,2387,0,514
49218,2010/01/05,男,39,3,611,1,1362,0,1546
1627,2012/02/05,男,31,4,293,0.333751531,4081,0,785
46659,2011/10/09,男,31,2,357,0.790081206,1724,0,904
50531,2012/03/20,男,42,3,650,0.536933386,2537,0,741
47879,2008/03/06,男,37,3,670,1.1,1239,0,2216
9374,2012/08/14,女,27,6,178,0.55,2478,0,594
18,2010/04/15,男,40,3,667,0.874278384,1559,0,1446
61762,2009/12/03,男,49,2,64,0.721507937,1890,0,1579
5605,2011/08/13,男,45,4,70,0.32868161,4149,0,961
6872,2012/10/28,女,39,3,295,0.722330508,1888,0,519
9778,2006/08/28,男,53,2,486,0.713657771,1911,0,2772
54982,2006/11/01,男,48,2,193,0.707778931,1927,0,2707
36245,2011/07/09,男,55,2,143,0.497417943,2742,0,996
52204,2013/01/03,女,31,2,228,0.866177778,1575,0,452
12234,2008/04/24,男,54,2,214,0.66,2068,0,2167
48051,2008/03/01,男,39,2,265,0.92,1484,0,2221
2108,2005/03/24,女,50,2,507,0.41976637,3253,0,3294
46655,2011/09/29,男,33,2,173,0.77108978,1771,0,914
58175,2010/06/11,男,40,3,146,0.54281399,2516,0,1389
32378,2011/04/26,男,34,2,398,0.9,1518,0,1070
55496,2010/05/08,男,33,2,327,0.65,2102,0,1423
1945,2013/02/09,男,37,4,287,0.393775216,3470,0,415
25491,2013/03/23,男,30,2,351,1,1367,0,373
1706,2012/05/27,女,31,2,9,0.915,1494,0,673
7191,2013/03/26,男,38,2,47,0.575,2378,0,370
6361,2012/04/08,男,35,2,339,0.575,2378,0,722
36641,2006/03/24,男,47,2,246,0.51025,2680,0,2929
54746,2006/05/11,男,91,3,525,0.598076082,2287,0,2881
10768,2012/09/02,男,53,3,204,0.651428571,2100,0,575
20810,2007/09/17,男,42,2,144,0.482475317,2836,0,2387
61040,2012/11/02,男,35,2,515,0.4,3421,0,514
49071,2009/03/05,男,41,3,91,0.440205854,3109,0,1852
3207,2008/08/25,男,56,2,570,0.862381853,1587,0,2044
27876,2006/08/30,女,67,2,212,0.672357564,2036,0,2770
49655,2010/03/24,男,33,10,32,0.744,1840,0,1468
28886,2012/12/12,男,45,3,215,0.749293924,1827,0,474
47690,2007/07/21,女,38,2,404,0.9,1522,0,2445
21969,2009/07/29,男,52,2,579,0.9,1522,0,1706
50381,2012/09/12,男,,2,563,0.95,1442,0,565
43994,2011/07/06,女,46,2,415,0.95,1442,0,999
7940,2012/08/26,女,68,2,582,0.95,1442,0,582
52476,2013/03/11,男,48,2,385,1,1370,0,385
37326,2009/02/06,男,39,3,358,0.416666667,3288,0,1879
2240,2005/07/12,男,39,2,312,0.596214099,2298,0,3184
49356,2009/09/03,男,26,4,278,0.3175,4316,0,1670
30776,2010/08/27,男,29,2,215,0.866238938,1582,0,1312
52641,2010/11/19,男,41,2,715,0.4,3426,0,1228
21708,2009/08/07,女,38,2,150,0.845,1622,0,1697
16365,2012/12/22,男,46,2,1,0.785,1746,0,464
51582,2012/05/09,男,33,3,549,0.503027523,2725,0,691
35886,2006/04/13,男,56,2,81,0.8,1714,0,2909
45229,2011/01/15,男,38,2,262,0.608509317,2254,0,1171
20625,2007/07/19,男,47,2,127,0.49,2800,0,2447
38707,2007/08/16,男,63,2,176,0.841852761,1630,0,2419
50388,2013/03/20,女,41,3,294,0.79,1737,0,376
1895,2013/01/04,女,30,2,182,0.555860672,2469,0,451
15364,2012/06/17,男,58,2,650,1,1373,0,652
29514,2008/10/06,男,33,3,35,0.612771084,2241,0,2002
43616,2013/03/20,男,41,2,367,0.525,2616,0,376
27506,2012/10/16,男,36,2,385,0.525,2616,0,531
60024,2012/03/22,女,38,2,693,0.4,3434,0,739
36171,2011/01/13,女,33,2,546,0.4,3434,0,1173
18196,2010/08/15,女,39,2,437,0.4,3434,0,1324
32995,2012/03/21,男,37,4,548,0.3125,4396,0,740
59618,2011/10/22,男,34,2,367,0.575,2390,0,891
30618,2010/09/09,男,39,2,714,0.575,2390,0,1299
10657,2012/03/27,女,29,2,538,0.575,2390,0,734
36427,2012/09/11,男,36,2,1,0.405,3394,0,566
36328,2012/01/16,女,36,2,646,0.775,1774,0,805
25354,2012/12/27,男,49,2,390,0.775,1774,0,459
15539,2012/05/17,女,35,3,317,0.516666667,2661,0,683
19682,2011/06/01,男,31,2,56,0.615443151,2234,0,1034
5983,2012/04/05,女,46,3,442,0.333333333,4125,0,725
59231,2012/12/27,女,46,2,298,0.852560446,1613,0,459
50946,2011/12/17,男,40,3,631,0.6,2292,0,835
24759,2012/08/11,男,36,2,279,0.491866285,2797,0,597
32237,2012/02/19,女,39,2,147,0.29,4744,0,771
62219,2010/03/31,男,44,3,2,0.706666667,1947,0,1461
54702,2006/04/03,女,26,2,268,0.457109635,3010,0,2919
38108,2005/04/08,女,40,5,136,0.288941621,4762,0,3279
46196,2007/04/01,女,43,2,196,0.5,2752,0,2556
53476,2011/09/28,男,51,3,38,0.35,3933,0,915
18177,2010/04/05,女,49,2,178,0.35,3934,0,1456
18466,2012/01/25,男,35,2,24,0.540871956,2546,0,796
40373,2010/06/14,男,40,3,304,0.76,1812,0,1386
40140,2009/06/18,男,46,3,282,0.577994125,2383,0,1747
16395,2013/01/15,女,62,3,47,0.31265547,4406,0,440
60108,2012/01/15,男,45,3,14,0.557773279,2470,0,806
57488,2008/07/22,男,46,2,131,0.501229538,2749,0,2078
2474,2007/05/02,男,62,2,23,0.541433621,2546,0,2525
24502,2012/03/19,男,36,2,729,0.85,1622,0,742
5488,2011/09/30,男,47,2,480,0.85,1622,0,913
31033,2011/11/03,男,59,2,282,0.659292543,2092,0,879
43375,2012/12/28,男,40,2,419,0.515626168,2675,0,458
14473,2011/07/25,男,47,2,12,0.721610879,1912,0,980
49407,2010/11/30,女,44,6,60,0.445864297,3095,0,1217
61712,2009/09/13,男,43,2,702,1,1380,0,1660
58157,2009/04/02,男,48,2,560,1,1380,0,1824
57855,2011/06/09,男,34,2,594,1,1380,0,1026
55814,2012/06/17,男,40,2,621,0.876747141,1574,0,652
51469,2012/10/26,女,39,2,381,1,1380,0,521
49559,2010/03/22,男,29,3,430,0.833333333,1656,0,1470
45205,2011/01/15,男,37,2,686,1,1380,0,1171
42658,2012/05/15,女,37,2,684,1,1380,0,685
41044,2011/09/28,男,31,2,359,1,1380,0,915
40916,2010/12/26,男,49,2,469,1,1380,0,1191
37056,2007/02/17,男,47,2,515,1,1380,0,2599
33862,2012/07/27,男,39,2,576,1,1380,0,612
29390,2005/12/01,男,70,2,377,1,1380,0,3042
28459,2010/08/28,男,39,2,393,1,1380,0,1311
27749,2006/05/18,男,35,2,581,1,1380,0,2874
24559,2012/10/10,男,52,2,486,1,1380,0,537
23766,2011/12/03,男,42,2,658,1,1380,0,849
18252,2010/12/13,男,31,2,721,1,1380,0,1204
16235,2012/10/23,女,33,2,522,1,1380,0,524
9871,2006/10/25,男,36,2,655,1,1380,0,2714
9510,2005/12/24,男,48,2,607,1,1380,0,3019
7124,2013/01/10,男,31,2,348,1,1380,0,445
6497,2012/07/15,男,35,2,568,1,1380,0,624
6470,2012/08/14,男,29,2,401,1,1380,0,594
5331,2011/06/02,男,35,2,637,1,1380,0,1033
1188,2007/06/19,男,38,2,444,1,1380,0,2477
234,2011/02/28,男,54,2,632,1,1380,0,1127
9250,2011/09/14,女,28,2,215,0.519932203,2655,0,929
54208,2011/01/04,男,31,2,131,0.473584906,2915,0,1182
57092,2008/04/18,男,64,3,280,0.841462523,1641,0,2173
8964,2009/03/13,男,59,3,127,0.522668433,2642,0,1844
49057,2009/03/18,男,33,4,168,0.63,2192,0,1839
45773,2006/06/17,男,76,5,78,0.504,2740,0,2844
12785,2008/01/24,女,,2,137,0.450923931,3063,0,2258
39769,2012/03/03,男,35,2,339,0.575301958,2401,0,758
9185,2011/03/24,男,57,3,88,0.34216002,4037,0,1103
2524,2007/06/09,男,46,2,81,0.713242127,1937,0,2487
56108,2004/12/20,男,48,3,674,0.385144928,3588,0,3388
41528,2011/05/14,男,52,3,138,0.408368794,3384,0,1052
36933,2006/11/26,男,52,4,120,0.723518325,1910,0,2682
59814,2012/03/26,女,35,3,26,0.371710597,3718,0,735
58067,2009/03/01,男,35,2,562,0.42251605,3271,0,1856
36633,2006/04/10,男,52,2,274,0.608731836,2271,0,2912
47912,2008/02/10,男,34,2,239,0.538135461,2569,0,2241
48519,2009/07/27,男,36,2,578,0.547939778,2524,0,1708
20581,2007/06/13,男,45,3,130,0.651743638,2122,0,2483
56866,2007/10/31,女,41,3,5,0.539457878,2564,0,2343
21162,2008/04/15,男,45,2,37,0.95,1456,0,2176
11880,2007/12/15,女,53,2,669,0.95,1456,0,2298
48615,2008/11/18,女,40,3,370,0.614526877,2251,0,1959
14428,2012/03/10,女,34,2,232,0.622569757,2222,0,751
14522,2012/02/28,女,33,2,678,0.540390625,2560,0,762
31139,2012/03/25,女,48,3,496,0.515251397,2685,0,736
886,2006/10/23,男,50,2,159,0.685,2020,0,2716
44608,2006/08/14,男,51,3,15,0.694535876,1993,0,2786
3514,2008/11/01,男,35,3,58,0.548692552,2524,0,1976
55727,2012/01/06,男,39,2,468,1,1385,0,815
17514,2011/05/07,女,34,2,242,0.908511475,1525,0,1059
18452,2011/12/22,男,41,4,37,0.432717052,3202,0,830
33767,2012/04/29,女,29,2,49,0.917781457,1510,0,701
50852,2012/03/29,男,36,2,569,0.666346154,2080,0,732
36870,2006/10/02,男,39,2,184,0.6,2310,0,2737
45188,2011/01/04,男,41,3,192,0.66326638,2091,0,1182
28715,2012/04/11,男,45,2,555,0.575,2412,0,719
17309,2009/09/18,女,50,2,601,0.45,3082,0,1655
44005,2012/05/08,男,37,2,662,0.872876023,1589,0,692
43385,2013/02/08,女,50,10,36,0.754,1840,0,416
16973,2011/03/25,女,39,3,20,0.34,4081,0,1102
39781,2008/12/09,男,46,2,5,0.604372822,2296,0,1938
53744,2009/03/28,女,23,3,362,0.428979907,3235,0,1829
61534,2011/03/28,男,48,3,7,0.42030881,3303,0,1099
7214,2013/01/01,男,49,2,235,0.81,1714,0,454
57949,2010/05/12,男,42,2,560,0.888291747,1563,0,1419
53097,2013/03/01,男,62,2,356,0.4,3471,0,395
24073,2013/02/21,男,33,2,399,0.912952005,1521,0,403
59071,2011/01/21,男,39,2,30,0.915,1518,0,1165
52259,2012/12/11,女,29,2,24,0.693348303,2004,0,475
26440,2010/07/01,男,36,2,498,0.7,1985,0,1369
25438,2012/12/12,男,72,2,472,0.7,1985,0,474
14382,2012/11/24,男,47,2,490,0.7,1985,0,492
41534,2012/01/10,男,33,3,641,0.8,1737,0,811
11920,2007/12/19,男,41,2,158,0.907193211,1532,0,2294
51889,2012/08/15,男,52,2,333,0.530534351,2620,0,593
28612,2011/10/11,女,30,2,573,0.5,2780,0,902
9426,2012/12/05,男,32,2,320,0.5,2780,0,481
609,2006/03/16,男,41,2,569,0.5,2780,0,2937
43264,2012/10/05,男,36,3,137,0.396068376,3510,0,542
31194,2009/08/11,男,45,2,12,0.58,2398,580,1693
763,2006/06/03,男,37,2,19,0.485,2868,0,2858
36381,2012/06/19,男,36,2,152,0.399948246,3478,0,650
42053,2012/01/13,男,47,2,399,0.796792669,1746,0,808
28153,2007/04/06,男,42,3,686,1.041317365,1336,0,2551
23300,2011/06/05,女,34,3,209,0.412994954,3369,0,1030
13168,2009/06/09,女,37,2,668,0.364102564,3822,0,1756
41516,2013/03/19,女,40,2,179,0.565030451,2463,0,377
60355,2012/08/19,男,28,2,580,0.475,2930,0,589
45824,2006/07/30,男,50,3,511,0.459389439,3030,0,2801
23552,2011/05/26,女,43,3,583,0.8,1740,0,1040
8953,2007/05/03,男,49,2,359,0.425,3276,0,2524
47603,2008/03/03,男,39,2,225,0.785,1774,0,2219
53210,2010/06/27,男,33,4,163,0.361463794,3853,0,1373
20086,2013/03/11,男,49,4,51,0.5775,2412,0,385
51506,2012/09/06,女,45,3,97,0.520074655,2679,0,571
27082,2009/04/03,女,36,2,255,0.34,4100,0,1823
24637,2012/07/06,男,47,2,93,0.34,4100,0,633
20049,2013/02/06,男,31,2,15,0.34,4100,0,418
41629,2011/11/20,男,38,2,468,0.605777585,2302,0,862
61032,2012/05/01,男,52,2,540,0.8,1744,0,699
11990,2009/08/27,男,48,2,397,0.8,1744,0,1677
29267,2005/08/10,男,45,2,390,0.657324541,2123,0,3155
32086,2011/02/05,男,34,2,483,0.546223092,2555,0,1150
5550,2011/12/07,女,27,2,277,0.429065478,3253,0,845
26712,2007/06/21,男,57,2,28,0.696586826,2004,0,2475
60180,2012/05/20,女,36,2,680,0.65,2148,0,680
59258,2011/04/15,男,60,2,703,0.923412698,1512,0,1081
17164,2012/05/09,女,38,2,693,0.4,3491,0,691
59203,2012/05/18,男,39,4,426,0.4,3492,0,682
45042,2008/09/12,女,54,2,533,0.8,1746,0,2026
32294,2012/12/20,男,27,2,262,0.8,1746,0,466
18883,2006/06/06,男,39,2,586,0.747751606,1868,0,2855
10341,2010/02/05,男,32,2,60,0.94,1486,0,1515
60323,2013/02/02,女,42,2,424,0.764688184,1828,0,422
42628,2012/04/03,男,38,2,161,0.936997319,1492,0,727
238,2011/03/29,女,42,4,155,0.360955085,3874,0,1098
30891,2009/04/06,男,46,2,282,0.65751763,2127,0,1820
3951,2009/03/03,男,43,2,20,0.512105456,2731,0,1854
15833,2012/10/31,女,31,4,330,0.525,2664,0,516
207,2011/01/14,男,33,2,114,0.589519595,2373,0,1172
41698,2011/11/01,男,45,2,578,0.679456047,2059,0,881
26649,2006/07/03,男,52,2,195,0.585,2392,0,2828
52373,2013/01/12,男,29,2,343,0.75,1866,0,443
44753,2007/11/09,男,48,2,677,0.75,1866,0,2334
34461,2013/03/14,女,35,2,370,0.75,1866,0,382
56814,2007/10/17,男,32,2,128,0.535,2616,0,2357
41896,2011/09/15,女,38,2,56,0.274427451,5100,0,928
31497,2010/06/12,男,67,2,325,0.887507926,1577,0,1388
14688,2011/12/10,男,47,2,681,0.887507926,1577,0,842
43270,2012/12/26,男,31,2,143,0.434965817,3218,0,460
46743,2012/03/08,男,52,2,539,0.512015362,2734,0,753
30416,2008/08/21,女,38,2,196,0.75,1867,0,2048
40396,2010/01/03,男,62,2,588,0.714846939,1960,0,1548
57519,2008/09/05,男,57,2,698,0.4,3503,0,2033
46622,2011/07/01,女,28,2,373,0.75,1870,0,1004
15369,2012/10/03,男,36,2,334,0.75,1870,0,544
9273,2011/11/08,男,30,3,398,0.5,2805,0,874
20020,2013/01/11,女,32,2,416,0.65,2158,0,444
5138,2011/11/12,男,48,2,597,0.65,2158,0,870
21381,2008/05/21,男,24,2,171,0.715,1962,0,2140
10648,2012/03/03,女,27,2,57,0.64,2192,0,758
38282,2005/09/23,男,38,2,57,0.769342105,1824,0,3111
6107,2012/04/15,男,39,2,251,0.467422577,3003,0,715
61845,2010/08/12,男,38,2,3,0.505,2780,0,1327
58624,2010/06/10,男,47,2,37,0.505,2780,0,1390
48461,2008/06/27,女,40,2,100,0.695,2020,0,2103
27157,2010/11/01,男,32,2,291,0.92,1526,0,1246
9504,2005/12/22,男,48,2,61,0.887692794,1582,0,3021
47380,2005/09/02,男,42,2,572,0.347279921,4044,0,3132
29762,2007/11/05,男,65,4,22,0.394539326,3560,0,2338
25782,2010/04/23,男,66,2,13,0.58,2422,0,1438
46652,2011/09/03,男,32,3,347,0.438604433,3203,0,940
51539,2012/08/07,女,38,3,151,0.404276259,3475,0,601
31024,2009/11/23,男,36,2,185,0.716404895,1961,0,1589
32489,2012/05/01,女,30,2,697,0.6,2342,0,699
39145,2008/09/02,男,46,2,346,0.903470437,1556,0,2036
27545,2012/12/26,男,29,2,234,0.535188428,2627,0,460
35831,2008/11/02,男,34,2,139,0.54,2604,0,1975
55650,2011/06/21,女,52,4,227,0.443582466,3171,0,1014
565,2005/12/25,男,43,3,97,0.694970356,2024,0,3018
34213,2013/03/26,男,30,3,86,0.648584601,2169,0,370
31878,2011/03/08,男,31,2,105,0.535565284,2627,0,1119
54490,2012/10/16,男,30,2,23,0.406180716,3464,0,531
18081,2007/09/23,男,48,2,209,0.755918367,1862,0,2381
52326,2012/12/10,男,31,2,448,0.384211245,3664,0,476
38894,2008/03/05,男,47,2,443,0.5,2816,0,2217
50541,2011/06/11,女,29,3,116,0.400466439,3516,0,1024
19958,2012/10/17,男,27,2,292,0.867781885,1623,0,530
45156,2010/12/06,女,33,3,42,0.42260126,3333,0,1211
21975,2009/01/15,女,43,2,90,0.33992278,4144,0,1901
3548,2011/01/25,女,29,3,155,0.413117302,3410,0,1161
61611,2009/11/04,男,64,2,613,0.864478528,1630,0,1608
17120,2012/05/03,男,28,2,30,0.52,2710,0,697
9545,2006/02/20,男,40,2,270,0.637647059,2210,0,2961
34384,2013/02/26,男,48,2,391,0.8,1762,0,398
27767,2006/06/08,男,43,2,430,0.896819338,1572,0,2853
29481,2007/06/03,女,37,2,568,0.642460137,2195,0,2493
46762,2012/03/25,男,42,3,332,0.536777017,2628,0,736
32044,2012/08/07,男,71,3,443,0.403402917,3497,0,601
7282,2013/01/01,男,38,3,90,0.509848211,2767,0,454
6389,2012/05/03,男,55,2,346,0.719403366,1961,0,697
48623,2008/09/25,男,36,3,2,0.383161325,3682,0,2013
11871,2007/12/11,男,40,2,421,0.875853507,1611,0,2302
4882,2011/02/22,女,26,3,583,0.460692132,3063,0,1133
52472,2013/03/14,男,44,3,20,0.697937685,2022,0,382
2715,2008/04/27,男,49,2,44,0.945,1494,0,2164
56055,2013/03/26,女,32,3,96,0.517723607,2728,0,370
20524,2008/11/01,男,58,2,117,0.34,4154,0,1976
60140,2011/11/10,男,48,2,143,0.680419075,2076,0,872
60972,2012/10/11,女,29,3,219,0.36,3924,0,536
54994,2006/10/16,男,36,2,272,0.422800718,3342,0,2723
32183,2012/09/26,男,30,2,487,0.662447257,2133,0,551
1505,2011/05/19,男,49,2,692,1.5,942,0,1047
39985,2009/01/10,女,36,2,457,0.770949264,1833,0,1906
6875,2012/11/26,男,36,2,434,0.83184226,1699,0,490
22432,2010/07/12,男,51,2,587,0.729308566,1938,0,1358
18634,2013/03/12,男,33,3,61,0.45,3141,0,384
33973,2012/10/11,男,36,2,534,0.650575242,2173,0,536
61356,2013/03/07,男,48,2,264,0.642668182,2200,0,389
9435,2013/01/02,男,50,2,73,0.762815534,1854,0,453
23681,2011/05/05,男,37,2,380,0.681710843,2075,0,1061
17521,2011/04/18,男,31,2,687,0.55,2572,0,1078
4193,2009/10/29,男,39,2,476,0.55,2572,0,1614
59516,2012/04/23,男,39,3,142,0.596424958,2372,0,707
27566,2013/02/12,男,58,2,92,0.542523006,2608,0,412
